assunto,cod_assunto,descricao_lei
"Crimes contra a Segurança Nacional, a Ordem Política e Social",3611,Artigo 28 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes contra a Segurança Nacional, a Ordem Política e Social",3611,Artigo 27 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes contra a Segurança Nacional, a Ordem Política e Social",3611,Artigo 26 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes contra a Segurança Nacional, a Ordem Política e Social",3611,Artigo 25 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes contra a Segurança Nacional, a Ordem Política e Social",3611,Artigo 24 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes contra a Segurança Nacional, a Ordem Política e Social",3611,Artigo 23 da Lei nº 7.170 de 14 de Novembro de 2001
"Crimes contra a Segurança Nacional, a Ordem Política e Social",3611,Artigo 22 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes contra a Segurança Nacional, a Ordem Política e Social",3611,Artigo 21 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes contra a Segurança Nacional, a Ordem Política e Social",3611,Artigo 20 da Lei nº 7.170 de 06 de Dezembro de 1837
"Crimes contra a Segurança Nacional, a Ordem Política e Social",3611,Artigo 19 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes contra a Segurança Nacional, a Ordem Política e Social",3611,Artigo 18 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes contra a Segurança Nacional, a Ordem Política e Social",3611,Artigo 17 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes contra a Segurança Nacional, a Ordem Política e Social",3611,Artigo 16 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes contra a Segurança Nacional, a Ordem Política e Social",3611,Artigo 15 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes contra a Segurança Nacional, a Ordem Política e Social",3611,Artigo 14 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes contra a Segurança Nacional, a Ordem Política e Social",3611,Artigo 13 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes contra a Segurança Nacional, a Ordem Política e Social",3611,Artigo 12 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes contra a Segurança Nacional, a Ordem Política e Social",3611,Artigo 11 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes contra a Segurança Nacional, a Ordem Política e Social",3611,Artigo 10 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes contra a Segurança Nacional, a Ordem Política e Social",3611,Artigo 9 da Lei nº 7.170 de 14 de Dezembro de 1983
"Crimes contra a Segurança Nacional, a Ordem Política e Social",3611,Artigo 8 da Lei nº 7.170 de 14 de Dezembro de 1983
Crimes Contra as Finanças Públicas,5875,Artigo 359 do Decreto Lei nº 2.848 de 07 de Dezembro de 1940
Crimes contra as Marcas,5880,Artigo 190 da Lei nº 9.279 de 14 de Maio de 1996
Crimes contra as Marcas,5880,Artigo 189 da Lei nº 9.279 de 14 de Maio de 1996
Crimes contra as Relações de Consumo,3616,Artigo 80 da Lei nº 8.078 de 11 de Setembro de 1990
Crimes contra as Relações de Consumo,3616,Artigo 79 da Lei nº 8.078 de 11 de Setembro de 1990
Crimes contra as Relações de Consumo,3616,Artigo 78 da Lei nº 8.078 de 11 de Setembro de 1990
Crimes contra as Relações de Consumo,3616,Artigo 77 da Lei nº 8.078 de 11 de Setembro de 1990
Crimes contra as Relações de Consumo,3616,Artigo 76 da Lei nº 8.078 de 11 de Setembro de 1990
Crimes contra as Relações de Consumo,3616,Artigo 75 da Lei nº 8.078 de 11 de Setembro de 1990
Crimes contra as Relações de Consumo,3616,Artigo 74 da Lei nº 8.078 de 11 de Setembro de 1990
Crimes contra as Relações de Consumo,3616,Artigo 73 da Lei nº 8.078 de 11 de Setembro de 1990
Crimes contra as Relações de Consumo,3616,Artigo 72 da Lei nº 8.078 de 11 de Setembro de 1990
Crimes contra as Relações de Consumo,3616,Artigo 71 da Lei nº 8.078 de 11 de Setembro de 1990
Crimes contra as Relações de Consumo,3616,Artigo 70 da Lei nº 8.078 de 11 de Setembro de 1990
Crimes contra as Relações de Consumo,3616,Artigo 69 da Lei nº 8.078 de 11 de Setembro de 1990
Crimes contra as Relações de Consumo,3616,Artigo 68 da Lei nº 8.078 de 11 de Setembro de 1990
Crimes contra as Relações de Consumo,3616,Artigo 67 da Lei nº 8.078 de 11 de Setembro de 1990
Crimes contra as Relações de Consumo,3616,Artigo 66 da Lei nº 8.078 de 11 de Setembro de 1990
Crimes contra as Relações de Consumo,3616,Artigo 65 da Lei nº 8.078 de 11 de Setembro de 1990
Crimes contra as Relações de Consumo,3616,Artigo 64 da Lei nº 8.078 de 11 de Setembro de 1990
Crimes contra as Relações de Consumo,3616,Artigo 63 da Lei nº 8.078 de 11 de Setembro de 1990
Crimes contra as Relações de Consumo,3616,Artigo 62 da Lei nº 8.078 de 11 de Setembro de 1990
Crimes contra as Relações de Consumo,3616,Artigo 61 da Lei nº 8.078 de 11 de Setembro de 1990
Crimes contra as Relações de Consumo,3616,Artigo 7 da Lei nº 8.137 de 27 de Dezembro de 1990
Desenvolver clandestinamente atividades de telecomunicação,3629,Artigo 183 da Lei nº 9.472 de 16 de Julho de 1997
Crimes contra Indicações Geeográficas e Demais Indicações,5882,Artigo 194 da Lei nº 9.279 de 14 de Maio de 1996
Crimes contra Indicações Geeográficas e Demais Indicações,5882,Artigo 193 da Lei nº 9.279 de 14 de Maio de 1996
Crimes contra Indicações Geeográficas e Demais Indicações,5882,Artigo 192 da Lei nº 9.279 de 14 de Maio de 1996
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 69 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 68 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 67 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 66 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 65 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 64 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 63 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 62 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 61 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 60 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 59 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 58 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 57 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 56 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 55 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 54 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 53 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 52 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 51 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 50 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 49 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 48 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 47 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 46 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 45 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 44 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 43 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 42 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 41 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 40 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 39 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 38 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 37 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 36 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 35 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 34 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 33 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 32 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 31 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 30 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Meio Ambiente e o Patrimônio Genético,3618,Artigo 29 da Lei nº 9.605 de 12 de Fevereiro de 1998
Caça,3624,Artigo 29 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o mercado de capitais,3638,Artigo 74 da Lei nº 4.728 de 14 de Julho de 1965
Crimes contra o mercado de capitais,3638,Artigo 73 da Lei nº 4.728 de 14 de Julho de 1965
Crimes contra o Ordenamento Urbano e o Patrimônio Cultural,11780,Artigo 65 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Ordenamento Urbano e o Patrimônio Cultural,11780,Artigo 64 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Ordenamento Urbano e o Patrimônio Cultural,11780,Artigo 63 da Lei nº 9.605 de 12 de Fevereiro de 1998
"Destruir, inutilizar ou deteriorar",11780,Artigo 62 da Lei nº 9.605 de 12 de Fevereiro de 1998
Crimes contra o Serviço Postal e o Serviço de Telegrama,3610,Artigo 46 da Lei nº 6.538 de 22 de Junho de 1978
Crimes contra o Serviço Postal e o Serviço de Telegrama,3610,Artigo 45 da Lei nº 6.538 de 22 de Junho de 1978
Crimes contra o Serviço Postal e o Serviço de Telegrama,3610,Artigo 44 da Lei nº 6.538 de 22 de Junho de 1978
Crimes contra o Serviço Postal e o Serviço de Telegrama,3610,Artigo 43 da Lei nº 6.538 de 22 de Junho de 1978
Crimes contra o Serviço Postal e o Serviço de Telegrama,3610,Artigo 42 da Lei nº 6.538 de 22 de Junho de 1978
Crimes contra o Serviço Postal e o Serviço de Telegrama,3610,Artigo 41 da Lei nº 6.538 de 22 de Junho de 1978
Crimes contra o Serviço Postal e o Serviço de Telegrama,3610,Artigo 40 da Lei nº 6.538 de 22 de Junho de 1978
Crimes contra o Serviço Postal e o Serviço de Telegrama,3610,Artigo 39 da Lei nº 6.538 de 22 de Junho de 1978
Crimes contra o Serviço Postal e o Serviço de Telegrama,3610,Artigo 38 da Lei nº 6.538 de 22 de Junho de 1978
Crimes contra o Serviço Postal e o Serviço de Telegrama,3610,Artigo 37 da Lei nº 6.538 de 22 de Junho de 1978
Crimes contra o Serviço Postal e o Serviço de Telegrama,3610,Artigo 36 da Lei nº 6.538 de 22 de Junho de 1978
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 23 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 22 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 21 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 20 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 19 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 18 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 17 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 16 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 15 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 14 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 13 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 12 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 11 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 10 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 9 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 8 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 7 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 6 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 5 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 4 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 3 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra o Sistema Financeiro Nacional,3612,Artigo 2 da Lei nº 7.492 de 16 de Junho de 1986
Crimes contra os Desenhos Industriais,5879,Artigo 188 da Lei nº 9.279 de 14 de Maio de 1996
Crimes contra os Desenhos Industriais,5879,Artigo 187 da Lei nº 9.279 de 14 de Maio de 1996
Crimes contra Patente de Invenção,5878,Artigo 186 da Lei nº 9.279 de 14 de Maio de 1996
Crimes contra Patente de Invenção,5878,Artigo 185 da Lei nº 9.279 de 14 de Maio de 1996
Crimes contra Patente de Invenção,5878,Artigo 184 da Lei nº 9.279 de 14 de Maio de 1996
Crimes contra Patente de Invenção,5878,Artigo 183 da Lei nº 9.279 de 14 de Maio de 1996
Crimes contra portadores de deficiência,11410,Artigo 8 da Lei nº 7.853 de 24 de Outubro de 1989
Crimes da Lei de licitações,3642,Artigo 98 da Lei nº 8.666 de 21 de Junho de 1993
Crimes da Lei de licitações,3642,Artigo 97 da Lei nº 8.666 de 21 de Junho de 1993
Crimes da Lei de licitações,3642,Artigo 96 da Lei nº 8.666 de 21 de Junho de 1993
Crimes da Lei de licitações,3642,Artigo 95 da Lei nº 8.666 de 21 de Junho de 1993
Crimes da Lei de licitações,3642,Artigo 94 da Lei nº 8.666 de 21 de Junho de 1993
Crimes da Lei de licitações,3642,Artigo 93 da Lei nº 8.666 de 21 de Junho de 1993
Crimes da Lei de licitações,3642,Artigo 92 da Lei nº 8.666 de 21 de Junho de 1993
Crimes da Lei de licitações,3642,Artigo 91 da Lei nº 8.666 de 21 de Junho de 1993
Crimes da Lei de licitações,3642,Artigo 90 da Lei nº 8.666 de 21 de Junho de 1993
Crimes da Lei de licitações,3642,Artigo 89 da Lei nº 8.666 de 21 de Junho de 1993
Crimes da Lei de remoção de órgãos e tecidos,3643,Artigo 20 da Lei nº 9.434 de 04 de Fevereiro de 1997
Crimes da Lei de remoção de órgãos e tecidos,3643,Artigo 19 da Lei nº 9.434 de 04 de Fevereiro de 1997
Crimes da Lei de remoção de órgãos e tecidos,3643,Artigo 18 da Lei nº 9.434 de 04 de Fevereiro de 1997
Crimes da Lei de remoção de órgãos e tecidos,3643,Artigo 17 da Lei nº 9.434 de 04 de Fevereiro de 1997
Crimes da Lei de remoção de órgãos e tecidos,3643,Artigo 16 da Lei nº 9.434 de 04 de Fevereiro de 1997
Crimes da Lei de remoção de órgãos e tecidos,3643,Artigo 15 da Lei nº 9.434 de 04 de Fevereiro de 1997
Crimes da Lei de remoção de órgãos e tecidos,3643,Artigo 14 da Lei nº 9.434 de 04 de Fevereiro de 1997
"Crimes de Lavagem ou Ocultação de Bens, Direitos ou Valores",3628,Artigo 1 da Lei nº 9.613 de 03 de Março de 1998
Crimes de Concorrência Desleal,5883,Artigo 195 da Lei nº 9.279 de 14 de Maio de 1996
Crimes de genocídio,3640,Artigo 3 da Lei nº 2.889 de 01 de Outubro de 1956
Crimes de genocídio,3640,Artigo 2 da Lei nº 2.889 de 01 de Outubro de 1956
Crimes de genocídio,3640,Artigo 1 da Lei nº 2.889 de 01 de Outubro de 1956
Crimes de Tortura,3631,Artigo 1 da Lei nº 9.455 de 07 de Abril de 1997
Crimes de Trânsito,3632,Artigo 312 da Lei nº 9.503 de 23 de Setembro de 1997
Crimes de Trânsito,3632,Artigo 311 da Lei nº 9.503 de 23 de Setembro de 1997
Crimes de Trânsito,3632,Artigo 310 da Lei nº 9.503 de 23 de Setembro de 1997
Crimes de Trânsito,3632,Artigo 309 da Lei nº 9.503 de 23 de Setembro de 1997
Crimes de Trânsito,3632,Artigo 308 da Lei nº 9.503 de 23 de Setembro de 1997
Crimes de Trânsito,3632,Artigo 307 da Lei nº 9.503 de 23 de Setembro de 1997
Crimes de Trânsito,3632,Artigo 306 da Lei nº 9.503 de 23 de Setembro de 1997
Crimes de Trânsito,3632,Artigo 305 da Lei nº 9.503 de 23 de Setembro de 1997
Crimes de Trânsito,3632,Artigo 304 da Lei nº 9.503 de 23 de Setembro de 1997
Crimes de Trânsito,3632,Artigo 303 da Lei nº 9.503 de 23 de Setembro de 1997
Crimes do Sistema Nacional de Armas,3633,Artigo 18 da Lei nº 10.826 de 22 de Dezembro de 2003
Crimes do Sistema Nacional de Armas,3633,Artigo 17 da Lei nº 10.826 de 22 de Dezembro de 2003
Crimes do Sistema Nacional de Armas,3633,Artigo 16 da Lei nº 10.826 de 22 de Dezembro de 2003
Crimes do Sistema Nacional de Armas,3633,Artigo 15 da Lei nº 10.826 de 22 de Dezembro de 2003
Crimes do Sistema Nacional de Armas,3633,Artigo 14 da Lei nº 10.826 de 22 de Dezembro de 2003
Crimes do Sistema Nacional de Armas,3633,Artigo 13 da Lei nº 10.826 de 22 de Dezembro de 2003
Crimes do Sistema Nacional de Armas,3633,Artigo 12 da Lei nº 10.826 de 22 de Dezembro de 2003
Crimes Eleitorais,3654,Artigo 354 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 353 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 351 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 350 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 348 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 347 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 346 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 345 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 344 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 343 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 342 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 341 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 340 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 339 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 338 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 336 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 335 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 334 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 333 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 332 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 331 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 330 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 329 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 328 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 327 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 326 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 325 da Lei nº 4.737 de 26 de Dezembro de 1996
Crimes Eleitorais,3654,Artigo 324 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 323 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 322 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 321 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 320 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 319 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 318 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 317 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 316 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 315 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 314 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 313 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 312 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 311 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 310 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 309 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 308 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 307 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 306 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 305 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 304 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 303 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 302 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 301 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 300 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 299 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 298 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 297 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 296 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 295 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 294 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 293 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 292 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 291 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 290 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 289 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 352 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 349 da Lei nº 4.737 de 15 de Julho de 1965
Crimes Eleitorais,3654,Artigo 337 da Lei nº 4.737 de 15 de Julho de 1965
Crimes do Código Brasileiro de Telecomunicações,3656,Artigo 56 da Lei nº 4.117 de 27 de Agosto de 1962
Crimes do Código Brasileiro de Telecomunicações,3656,Artigo 70 da Lei nº 4.117 de 27 de Agosto de 1962
Crimes do Código Brasileiro de Telecomunicações,3656,Artigo 72 da Lei nº 4.117 de 27 de Agosto de 1962
Crimes Falimentares,3661,Artigo 178 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,3661,Artigo 177 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,3661,Artigo 176 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,3661,Artigo 175 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,3661,Artigo 174 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,3661,Artigo 173 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,3661,Artigo 172 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,3661,Artigo 171 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,3661,Artigo 170 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,3661,Artigo 169 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Falimentares,3661,Artigo 168 da Lei nº 11.101 de 09 de Fevereiro de 2005
Crimes Hediondos,10864,Parágrafo 2 Artigo 2 da Lei nº 8.072 de 25 de Julho de 1990
Crimes ocorridos na investigação da prova,12335,Artigo 21 da Lei nº 12.850 de 02 de Agosto de 2013
Crimes ocorridos na investigação da prova,12335,Artigo 20 da Lei nº 12.850 de 02 de Agosto de 2013
Crimes ocorridos na investigação da prova,12335,Artigo 19 da Lei nº 12.850 de 02 de Agosto de 2013
